Beneficiary_ID,Name,Age,Gender,Mobile,Aadhaar,State,District,Village,Occupation,Monthly_Income,Annual_Income,Family_Size,BPL_Status,Ration_Card,Disability,Chronic_Disease,PMJAY_Registered,Eligible,Latitude,Longitude
BEN08630,Odika Mangat,69,Male,4550818483,542546850011,Gujarat,Surat,Chittoor,Electrician,45325,543900,4,Yes,PHH,No,No,Yes,No,27.045502,79.694319
BEN08631,Isaac Kota,81,Male,2649591960,861745748527,Maharashtra,Aurangabad,Pali,Tailor,69320,831840,6,No,None,No,No,Yes,No,22.6518,75.509468
BEN08632,Manthan Agate,39,Female,7706389952,856262141686,Maharashtra,Aurangabad,Thane,Mechanic,25685,308220,2,Yes,AAY,No,No,Yes,No,26.05273,69.326239
BEN08633,Jeet Chacko,34,Female,4076542930,416023395691,Rajasthan,Jodhpur,Purnia,Homemaker,28783,345396,6,Yes,PHH,No,No,Yes,No,35.980785,90.155519
BEN08634,Ridhi Chandran,34,Male,5678007196,153415554690,Uttar Pradesh,Agra,Sikar,Farmer,44984,539808,8,No,None,No,No,Yes,No,34.55077,91.03237
BEN08635,Advika Gandhi,38,Female,2041418430,425715008958,Gujarat,Rajkot,Saharanpur,Driver,18234,218808,6,No,None,No,Yes,Yes,No,13.500286,83.721587
BEN08636,Priya Som,31,Male,7471608452,718028611540,Gujarat,Surat,Karawal Nagar,Nurse,26860,322320,2,No,None,No,No,Yes,No,20.079782,90.266495
BEN08637,Rishi Mani,64,Male,6775978176,237953682453,Madhya Pradesh,Bhopal,Durg,Farmer,6148,73776,7,No,None,Yes,No,Yes,Yes,29.189773,81.0122
BEN08638,Ganga Kapadia,82,Male,6897932861,982362170592,Rajasthan,Jaipur,Hubli–Dharwad,Labourer,67648,811776,7,Yes,PHH,No,No,Yes,No,16.536692,69.22465
BEN08639,Sanaya Sane,65,Male,8791146125,303814455778,Madhya Pradesh,Gwalior,Kakinada,Driver,26539,318468,4,Yes,PHH,No,Yes,Yes,No,12.550589,93.898431
BEN08640,Charles Goyal,87,Female,2878476396,719785226874,Gujarat,Bhavnagar,Amroha,Mason,33724,404688,6,No,None,No,No,Yes,No,13.971956,84.566031
BEN08641,Fariq Dey,39,Female,2185344827,976187088163,Uttar Pradesh,Lucknow,Rampur,Tailor,33612,403344,3,Yes,PHH,No,No,Yes,No,26.674724,89.088646
BEN08642,Xiti Wadhwa,83,Female,2345198028,582370319108,Gujarat,Surat,Nagpur,Nurse,12432,149184,5,No,None,No,No,Yes,Yes,35.966438,89.184204
BEN08643,Forum Varma,20,Female,1653491261,689780162496,Gujarat,Vadodara,Indore,Teacher,50127,601524,6,Yes,AAY,No,Yes,Yes,No,13.218739,94.422764
BEN08644,Vritti Bhat,58,Female,4524147327,922474815897,Madhya Pradesh,Jabalpur,Motihari,Student,42568,510816,6,Yes,AAY,No,No,Yes,No,34.275422,83.316993
BEN08645,Xalak Chaudry,32,Female,6019529645,861241444435,Rajasthan,Jodhpur,Maheshtala,Teacher,18701,224412,3,No,None,No,Yes,No,No,25.638036,82.227958
BEN08646,Anusha Oza,78,Male,3390767359,747018180727,Madhya Pradesh,Jabalpur,Bongaigaon,Student,61207,734484,2,Yes,AAY,No,No,Yes,No,14.332735,77.076926
BEN08647,Mohammed Padmanabhan,88,Female,0496041425,795683014299,Madhya Pradesh,Gwalior,Ulhasnagar,Farmer,12529,150348,2,No,None,No,No,Yes,Yes,22.779431,77.824755
BEN08648,Bakhshi Chaudry,80,Female,6966855755,535113266955,Madhya Pradesh,Ujjain,Khandwa,Homemaker,9649,115788,3,Yes,AAY,Yes,No,Yes,Yes,11.895877,94.635711
BEN08649,Qarin Sen,19,Male,2663425038,253394052019,Uttar Pradesh,Agra,Durgapur,Nurse,10269,123228,7,Yes,AAY,No,No,Yes,No,31.784101,93.164377
BEN08650,Manya Mitter,88,Male,5019981776,648258880834,Maharashtra,Pune,Muzaffarnagar,Tailor,38717,464604,3,Yes,PHH,No,No,Yes,No,36.642569,81.947434
BEN08651,Dalbir Panchal,78,Female,7831047777,657291570529,Rajasthan,Ajmer,Rewa,Student,24964,299568,7,No,None,No,No,Yes,No,21.389757,74.406694
BEN08652,Jairaj Kapur,37,Male,5981855416,905307290151,Gujarat,Rajkot,Firozabad,Shopkeeper,39146,469752,2,Yes,PHH,No,No,Yes,No,14.445615,83.055188
BEN08653,Pahal Mitra,19,Female,8484882525,292817556218,Gujarat,Bhavnagar,Jamnagar,Nurse,60977,731724,4,No,None,No,No,Yes,No,36.137734,80.326515
BEN08654,Kiaan Ganesh,62,Male,8492123881,448600948068,Rajasthan,Jodhpur,Orai,Farmer,10381,124572,8,No,None,Yes,No,Yes,Yes,26.631554,85.267335
BEN08655,Nimrat Dora,21,Male,4703600603,296815362505,Rajasthan,Udaipur,Solapur,Teacher,36855,442260,5,No,None,No,No,No,No,29.322196,78.115974
BEN08656,Urishilla Thaman,27,Male,1305216446,830650876096,Madhya Pradesh,Bhopal,Bilaspur,Mason,60008,720096,6,No,None,No,No,Yes,No,24.1802,84.851736
BEN08657,Sai Mann,42,Female,6042524069,186495269100,Rajasthan,Jodhpur,Satna,Electrician,44711,536532,6,No,None,No,No,No,No,15.073271,75.289217
BEN08658,Nandini Rama,31,Female,2792381990,880133569800,Gujarat,Surat,Katni,Mason,49154,589848,4,No,None,No,No,Yes,No,34.097987,78.72283
BEN08659,Sai Bhagat,57,Female,3310075392,656523262410,Uttar Pradesh,Varanasi,Mirzapur,Tailor,56373,676476,1,No,None,Yes,No,Yes,Yes,17.818368,76.350232
BEN08660,Idika Rama,38,Male,2869515433,575966006906,Maharashtra,Mumbai,Tumkur,Farmer,40475,485700,6,Yes,PHH,No,No,Yes,No,12.314806,82.364606
BEN08661,Warhi Agrawal,26,Male,6657697054,697009643233,Madhya Pradesh,Bhopal,Jamalpur,Labourer,17221,206652,4,No,None,No,No,Yes,No,18.943316,81.731388
BEN08662,Yahvi Patla,47,Female,5164655343,116259654789,Madhya Pradesh,Ujjain,Tadepalligudem,Driver,48549,582588,8,No,None,No,No,Yes,No,22.890497,84.031664
BEN08663,Arunima Contractor,87,Female,5580770229,700573062019,Maharashtra,Mumbai,Tadepalligudem,Mechanic,39993,479916,6,Yes,AAY,No,No,Yes,No,12.470106,72.05999
BEN08664,Tanay Oza,48,Female,8064419803,231402763393,Rajasthan,Kota,Ambattur,Nurse,20606,247272,3,No,None,No,No,No,No,22.883868,75.430442
BEN08665,Yauvani Char,71,Male,1550442881,521279051884,Gujarat,Surat,Thane,Labourer,26466,317592,3,No,None,No,No,Yes,No,12.423139,71.090247
BEN08666,Nitesh Hayre,87,Male,0456937000,801009012256,Maharashtra,Pune,Bhalswa Jahangir Pur,Electrician,15025,180300,2,Yes,AAY,No,No,Yes,No,26.443386,80.579296
BEN08667,Aishani Nagy,64,Male,8730444525,957620278010,Uttar Pradesh,Lucknow,Sri Ganganagar,Tailor,41320,495840,1,No,None,No,No,Yes,No,10.463521,76.370097
BEN08668,Samesh Sandhu,52,Female,9098864684,603309186366,Gujarat,Vadodara,Jalna,Retired,60390,724680,3,Yes,AAY,Yes,Yes,Yes,Yes,12.819527,76.420305
BEN08669,Jyoti Jha,23,Female,1533538330,581931209827,Rajasthan,Jaipur,Gwalior,Teacher,58816,705792,8,Yes,PHH,No,No,Yes,No,29.216812,88.822619
BEN08670,Vasana Swaminathan,82,Male,2618686176,541700670553,Maharashtra,Pune,Kolhapur,Mason,49853,598236,6,Yes,AAY,No,No,Yes,No,27.658437,74.305822
BEN08671,Lakshmi Mann,65,Male,9332240760,722814341419,Madhya Pradesh,Ujjain,Mango,Student,55926,671112,4,Yes,AAY,No,No,No,No,31.187377,68.690904
BEN08672,Indira Konda,57,Female,5043679719,976327398095,Madhya Pradesh,Jabalpur,Surat,Labourer,66152,793824,1,No,None,No,No,Yes,No,32.866711,78.947264
BEN08673,Ladli Kala,74,Male,4508478108,129582094570,Gujarat,Ahmedabad,Warangal,Teacher,9651,115812,5,No,None,No,No,Yes,Yes,9.330028,76.572241
BEN08674,Megha Chadha,64,Female,1516877193,668012479321,Rajasthan,Ajmer,Mumbai,Homemaker,65329,783948,4,No,None,No,No,Yes,No,17.650439,84.688782
BEN08675,Falak Chatterjee,82,Male,4332832664,644056644549,Gujarat,Surat,Ghaziabad,Student,29114,349368,3,Yes,PHH,No,No,Yes,No,36.258264,87.34653
BEN08676,Qasim Nayak,61,Female,4257339496,267075276307,Rajasthan,Ajmer,Jabalpur,Farmer,66049,792588,8,No,None,No,Yes,No,No,12.134051,77.980783
BEN08677,Simon Brar,33,Male,5199110614,761600480649,Maharashtra,Aurangabad,Anantapuram,Mechanic,40807,489684,5,No,None,No,No,Yes,No,17.158266,80.85957
BEN08678,Omkaar Walla,84,Male,9996232574,765013613568,Madhya Pradesh,Gwalior,Kadapa,Mason,63559,762708,6,No,None,No,No,No,No,23.566406,91.124324
BEN08679,Xiti Arora,39,Male,3312490873,647363209298,Rajasthan,Jaipur,Tumkur,Nurse,33658,403896,1,Yes,PHH,No,No,Yes,No,23.827504,88.97408
BEN08680,Pavani Minhas,79,Female,3501977056,836127260118,Maharashtra,Aurangabad,Bidhannagar,Student,11416,136992,2,Yes,PHH,Yes,No,No,Yes,19.028956,80.648718
BEN08681,Benjamin Bawa,41,Female,0003239676,486890388571,Gujarat,Surat,Kishanganj,Electrician,36095,433140,1,No,None,No,Yes,No,No,9.392665,75.42139
BEN08682,Nilima Chawla,36,Female,8680459933,131125988503,Madhya Pradesh,Jabalpur,Aurangabad,Driver,44684,536208,4,No,None,No,No,Yes,No,10.541661,75.427361
BEN08683,Lekha Mani,54,Male,2075384803,240244452282,Rajasthan,Ajmer,Durgapur,Farmer,44096,529152,3,No,None,No,No,Yes,No,36.229545,93.10357
BEN08684,Geetika Mitter,72,Female,9800165137,125632568060,Gujarat,Rajkot,Ichalkaranji,Mason,21538,258456,4,No,None,Yes,No,Yes,Yes,36.185623,82.555192
BEN08685,Hiral Baria,83,Male,5079879109,121703601735,Rajasthan,Ajmer,Suryapet,Labourer,23585,283020,5,Yes,PHH,No,Yes,Yes,No,20.629109,81.336102
BEN08686,Harsh Kalita,19,Female,6056544105,797926087983,Madhya Pradesh,Jabalpur,Jaipur,Retired,44992,539904,5,No,None,No,No,Yes,No,19.478704,84.373524
BEN08687,Jasmit Murty,47,Female,5668019780,824765806821,Madhya Pradesh,Indore,Panihati,Electrician,16231,194772,7,No,None,No,No,Yes,No,10.020899,70.733955
BEN08688,Wridesh Swaminathan,64,Male,8676814390,595544658209,Gujarat,Surat,Jamnagar,Homemaker,41038,492456,3,Yes,AAY,No,No,Yes,No,18.904566,81.90738
BEN08689,Aarini Mohan,22,Male,2551875722,299890603470,Maharashtra,Aurangabad,Mahbubnagar,Labourer,52618,631416,8,No,None,No,No,Yes,No,24.374549,74.088408
BEN08690,Rishi Nath,83,Female,8897821397,124528430002,Uttar Pradesh,Agra,Bettiah,Homemaker,30452,365424,7,Yes,AAY,No,No,Yes,No,36.705396,76.448974
BEN08691,Utkarsh Bala,76,Male,2055465342,603913480630,Madhya Pradesh,Bhopal,Bellary,Mason,4983,59796,6,Yes,PHH,No,Yes,Yes,Yes,21.647951,77.496704
BEN08692,Unnati Bhargava,49,Female,1054985430,706139902236,Madhya Pradesh,Indore,Firozabad,Electrician,44287,531444,3,No,None,No,No,No,No,8.351182,72.521867
BEN08693,Eiravati Pal,66,Male,0131013509,916853066190,Madhya Pradesh,Indore,Gaya,Teacher,24857,298284,4,Yes,PHH,No,Yes,Yes,No,18.109887,71.314851
BEN08694,Jagrati Pai,69,Female,0747367217,691963367748,Madhya Pradesh,Gwalior,Khora ,Mechanic,18735,224820,2,No,None,Yes,No,No,Yes,23.116066,83.414631
BEN08695,Bhavna Sane,43,Female,3181024643,304629309140,Uttar Pradesh,Kanpur,Bhagalpur,Driver,45717,548604,4,Yes,PHH,No,Yes,Yes,No,25.195664,74.978476
BEN08696,Zayan Chhabra,82,Male,3640746039,198540051822,Maharashtra,Nagpur,Barasat,Teacher,17315,207780,1,Yes,PHH,No,No,Yes,No,21.194578,88.144643
BEN08697,Vaishnavi Soni,82,Male,5645510236,407341870409,Rajasthan,Jaipur,Motihari,Student,61540,738480,6,No,None,No,Yes,Yes,No,30.521164,92.095027
BEN08698,Lavanya Mistry,86,Male,4689649226,856513101539,Maharashtra,Pune,Suryapet,Tailor,21957,263484,1,Yes,AAY,No,No,Yes,No,16.637761,69.50832
BEN08699,David Bawa,67,Male,4052955396,154559723147,Madhya Pradesh,Ujjain,Sangli-Miraj & Kupwad,Retired,30684,368208,2,Yes,AAY,No,Yes,Yes,No,29.987718,77.765969
BEN08700,Chaaya Dutt,39,Female,3960929017,413433951284,Maharashtra,Nagpur,Guwahati,Retired,25131,301572,4,No,None,No,No,Yes,No,27.981179,94.923565
BEN08701,Saksham Nazareth,74,Female,0706509047,865242740736,Maharashtra,Mumbai,Ongole,Farmer,69617,835404,5,Yes,PHH,No,Yes,Yes,No,14.653738,72.094932
BEN08702,Noah Murty,41,Male,0171952992,355041146012,Maharashtra,Aurangabad,Nagpur,Mason,19135,229620,2,No,None,Yes,No,Yes,Yes,27.338774,93.086192
BEN08703,Girindra Oza,57,Male,2021459495,881291987735,Rajasthan,Udaipur,Etawah,Mechanic,48400,580800,2,No,None,No,No,Yes,No,16.776088,79.324585
BEN08704,Dakshesh Mittal,81,Female,4616714067,952574788797,Gujarat,Surat,Belgaum,Mechanic,44918,539016,4,Yes,AAY,No,No,No,No,36.843379,91.128777
BEN08705,Kashvi Karpe,44,Female,5221734207,797674776928,Madhya Pradesh,Indore,Pune,Tailor,38810,465720,8,Yes,AAY,No,No,No,No,18.60796,89.072438
BEN08706,Wazir Munshi,33,Female,2910426284,975117665185,Uttar Pradesh,Lucknow,Ramagundam,Electrician,32106,385272,7,Yes,PHH,No,No,Yes,No,26.421659,88.862789
BEN08707,Dhriti Dora,37,Female,2155056700,135841413328,Rajasthan,Jaipur,Machilipatnam,Student,16195,194340,2,Yes,AAY,No,No,Yes,No,32.068965,78.99833
BEN08708,Kashish Pau,22,Male,5752982737,517372209400,Maharashtra,Pune,Sultan Pur Majra,Tailor,62845,754140,5,No,None,No,No,No,No,19.600182,88.238156
BEN08709,Nimrat Ben,66,Female,6625254849,557485172056,Maharashtra,Mumbai,Udupi,Teacher,44276,531312,4,Yes,AAY,No,No,Yes,No,17.891643,79.540033
BEN08710,Gagan Halder,34,Male,8607533096,177501133415,Rajasthan,Ajmer,Aurangabad,Homemaker,58600,703200,7,Yes,AAY,No,No,Yes,No,25.802871,86.837655
BEN08711,Simon Mangat,65,Female,1481920382,484713724618,Uttar Pradesh,Prayagraj,Karaikudi,Electrician,28306,339672,7,Yes,AAY,No,Yes,Yes,No,14.694314,81.958441
BEN08712,Dipta Handa,87,Male,4353025485,789188882357,Madhya Pradesh,Ujjain,Kulti,Labourer,32351,388212,6,Yes,AAY,No,No,Yes,No,36.206407,73.998033
BEN08713,Ganga Zachariah,67,Female,9402320730,571498976975,Gujarat,Rajkot,Mira-Bhayandar,Driver,25615,307380,6,No,None,No,No,No,No,14.970799,95.134683
BEN08714,Samaksh Chaudhuri,74,Male,9606914572,641997334025,Madhya Pradesh,Jabalpur,Sambalpur,Student,53233,638796,4,No,None,No,No,Yes,No,13.194854,96.041627
BEN08715,Praneel Vig,80,Male,8012851011,471665025556,Maharashtra,Nagpur,Ratlam,Driver,9517,114204,8,No,None,No,No,Yes,Yes,24.367375,81.007479
BEN08716,Isaac Vala,35,Male,1472560594,197957240904,Gujarat,Ahmedabad,Raebareli,Shopkeeper,36928,443136,2,Yes,AAY,No,No,Yes,No,11.195811,91.794184
BEN08717,Kavya Viswanathan,21,Female,9615602177,220300852359,Madhya Pradesh,Indore,Hindupur,Retired,33624,403488,1,Yes,AAY,No,No,No,No,17.132773,93.619711
BEN08718,Ranveer Dugar,77,Female,2741448010,305366593102,Uttar Pradesh,Kanpur,Surat,Driver,68627,823524,6,No,None,No,No,Yes,No,23.734254,91.246221
BEN08719,Girik Agarwal,49,Female,2557315145,591720825559,Uttar Pradesh,Lucknow,Mumbai,Retired,5330,63960,5,Yes,PHH,Yes,No,Yes,Yes,21.048889,93.194902
BEN08720,Upadhriti Kumer,29,Male,2350239595,598137192621,Uttar Pradesh,Lucknow,Mehsana,Retired,51132,613584,7,Yes,AAY,No,No,Yes,No,36.648901,85.105682
BEN08721,Akshay Bava,79,Female,3603693692,577919668760,Gujarat,Surat,Pali,Tailor,17247,206964,1,No,None,No,No,Yes,No,12.248633,73.993396
BEN08722,Chasmum Arora,62,Male,1997118960,379289467108,Rajasthan,Jaipur,Sikar,Mason,54223,650676,2,Yes,AAY,No,Yes,No,No,31.544311,83.135849
BEN08723,Harsh Agate,81,Male,0345261132,378060650912,Rajasthan,Jodhpur,Burhanpur,Driver,59025,708300,2,No,None,No,No,Yes,No,36.828574,72.652633
BEN08724,Harish Narain,75,Male,0096140002,312275952716,Madhya Pradesh,Gwalior,Jalandhar,Electrician,43366,520392,7,No,None,Yes,No,Yes,Yes,21.266181,68.633424
BEN08725,Manan Palan,39,Female,5102585551,560133667336,Uttar Pradesh,Prayagraj,Gulbarga,Labourer,18109,217308,1,No,None,No,Yes,Yes,No,9.174145,81.639851
BEN08726,Aishani Morar,46,Female,1112218670,545190392402,Gujarat,Rajkot,Kolhapur,Shopkeeper,18986,227832,4,No,None,No,No,Yes,No,36.442557,88.390535
BEN08727,Frado Dixit,76,Female,5613854207,405299335309,Rajasthan,Jodhpur,Hyderabad,Homemaker,18541,222492,5,No,None,No,No,Yes,No,33.253933,82.509996
BEN08728,Isaac Bora,47,Male,9747280642,355972033998,Rajasthan,Ajmer,South Dumdum,Electrician,58523,702276,7,No,None,Yes,No,No,Yes,8.980399,86.0229
BEN08729,Lucky Gill,59,Female,8291847584,141051097242,Uttar Pradesh,Lucknow,Mau,Nurse,14550,174600,7,No,None,No,Yes,No,No,17.460198,84.432624
BEN08730,Gauri Doshi,90,Female,7827631125,176835897784,Rajasthan,Udaipur,Suryapet,Student,67234,806808,1,No,None,No,No,Yes,No,31.648025,87.020349
BEN08731,Ekapad Parikh,46,Male,6237208318,233308315520,Maharashtra,Pune,Gurgaon,Student,62547,750564,4,No,None,No,No,Yes,No,30.08113,77.856761
BEN08732,Wriddhish Ratti,69,Female,0438990711,429481565685,Rajasthan,Jaipur,Siliguri,Mechanic,67390,808680,1,No,None,No,No,Yes,No,28.507761,83.488888
BEN08733,Nitara Mukhopadhyay,72,Female,3690633669,730051349825,Rajasthan,Jodhpur,Bhalswa Jahangir Pur,Mechanic,6134,73608,5,No,None,No,Yes,Yes,Yes,11.482462,89.159757
BEN08734,Aachal Thakur,40,Male,7870045461,302717384049,Madhya Pradesh,Bhopal,Patiala,Labourer,64631,775572,5,No,None,No,No,Yes,No,17.423733,82.429472
BEN08735,Tejas Borah,66,Female,7698468472,538413691299,Rajasthan,Jodhpur,Mysore,Teacher,3259,39108,7,No,None,No,No,Yes,Yes,17.203454,90.47495
BEN08736,Eta Buch,23,Male,2769933157,824883149275,Maharashtra,Nagpur,Guwahati,Mason,23608,283296,3,No,None,Yes,No,No,Yes,29.49566,86.247631
BEN08737,Gabriel Ganesan,77,Female,7291273112,849411024493,Madhya Pradesh,Indore,Bilaspur,Student,35289,423468,8,No,None,No,No,Yes,No,24.410908,78.860537
BEN08738,Rachita Sodhi,38,Female,5340165610,396177149847,Madhya Pradesh,Indore,Bahraich,Farmer,20938,251256,7,No,None,Yes,No,Yes,Yes,8.14114,93.914925
BEN08739,Vamakshi Cherian,53,Female,8737201871,469513155812,Gujarat,Rajkot,Jodhpur,Homemaker,22058,264696,3,No,None,No,No,No,No,17.450648,95.266717
BEN08740,Simon Chadha,26,Female,9578795138,697530282560,Maharashtra,Nashik,Delhi,Retired,69418,833016,5,No,None,No,Yes,Yes,No,15.2211,84.548215
BEN08741,Abeer Sachdeva,73,Female,2600066595,181598665634,Gujarat,Rajkot,Berhampore,Student,32899,394788,2,Yes,AAY,Yes,No,No,Yes,8.859833,88.687862
BEN08742,Quincy Dhillon,42,Female,6603882620,228325753253,Maharashtra,Pune,Mangalore,Mechanic,37603,451236,4,Yes,PHH,No,No,Yes,No,11.949747,81.10215
BEN08743,Ranveer Sandal,24,Female,3249903209,673514628916,Maharashtra,Nagpur,Varanasi,Electrician,15930,191160,8,No,None,No,No,Yes,No,23.920457,84.302798
BEN08744,Ucchal Butala,44,Male,3505715572,300820071861,Uttar Pradesh,Prayagraj,Maheshtala,Homemaker,4447,53364,4,No,None,No,No,Yes,No,29.491542,88.837973
BEN08745,Yasti Rattan,83,Male,4776005719,875667738581,Gujarat,Vadodara,Ujjain,Mechanic,65028,780336,6,No,None,No,Yes,Yes,No,9.601661,74.463808
BEN08746,Deepa Kala,38,Male,3704011732,243491316689,Uttar Pradesh,Agra,Bihar Sharif,Farmer,10388,124656,6,Yes,PHH,No,No,No,No,10.116741,81.435577
BEN08747,Saumya Suresh,66,Female,7976474583,219430727700,Rajasthan,Ajmer,Kota,Homemaker,62335,748020,1,No,None,No,Yes,Yes,No,35.991978,73.459749
BEN08748,William Bhatia,42,Male,3419226248,337943290758,Maharashtra,Nagpur,Panchkula,Mechanic,68970,827640,6,Yes,PHH,No,No,Yes,No,11.646492,81.856399
BEN08749,Triveni Sant,30,Female,1876134503,771582920059,Maharashtra,Nashik,Hazaribagh,Farmer,59276,711312,1,No,None,No,No,Yes,No,21.748964,89.261661
BEN08750,Ishaan Gera,50,Male,4338073011,616115572496,Uttar Pradesh,Prayagraj,Bangalore,Teacher,60038,720456,4,No,None,No,No,Yes,No,32.165149,78.253002
BEN08751,Isha Rattan,32,Male,3428886290,993955309576,Maharashtra,Pune,Mau,Tailor,54602,655224,4,No,None,Yes,Yes,Yes,Yes,32.520345,83.354449
BEN08752,Vidhi Lala,30,Female,1192932223,211408114285,Madhya Pradesh,Ujjain,Karnal,Teacher,17178,206136,6,No,None,No,Yes,No,No,30.451496,88.669633
BEN08753,Vrinda Solanki,44,Female,2510616320,880723382579,Gujarat,Ahmedabad,Raichur,Student,53794,645528,8,No,None,No,No,Yes,No,18.178749,70.389453
BEN08754,Tanmayi Chakrabarti,69,Male,0007421030,678064424381,Gujarat,Ahmedabad,Gorakhpur,Electrician,56947,683364,3,No,None,No,No,No,No,13.496189,92.208973
BEN08755,William Mann,74,Female,0359885445,508598861912,Rajasthan,Ajmer,Alappuzha,Farmer,61103,733236,6,No,None,Yes,Yes,Yes,Yes,11.092725,94.385391
BEN08756,Tarak Bhagat,31,Female,7660999284,166671588567,Madhya Pradesh,Bhopal,Allahabad,Labourer,43492,521904,7,Yes,PHH,No,Yes,No,No,21.399032,90.227145
BEN08757,Devika Warrior,33,Female,9705737524,223581724800,Rajasthan,Jaipur,Shimla,Student,3599,43188,4,No,None,No,No,Yes,No,15.603793,74.757288
BEN08758,Wishi Aurora,18,Female,7389722085,482075372762,Madhya Pradesh,Gwalior,Jamshedpur,Tailor,31086,373032,6,No,None,No,Yes,No,No,28.761359,80.411245
BEN08759,Ladli Baral,77,Female,7991532488,738902115781,Gujarat,Bhavnagar,Dhanbad,Tailor,49144,589728,6,No,None,No,Yes,No,No,35.86474,89.664094
BEN08760,Bina Gour,39,Female,0086694180,855498000306,Rajasthan,Jodhpur,Haridwar,Nurse,9695,116340,5,Yes,PHH,Yes,No,Yes,Yes,23.49466,83.140044
BEN08761,Rachana Iyer,31,Female,4479935316,195449230099,Madhya Pradesh,Ujjain,Ahmednagar,Student,31109,373308,7,No,None,No,Yes,No,No,19.48921,74.366687
BEN08762,Jagrati Kapadia,48,Female,7666222977,913505509233,Rajasthan,Ajmer,Navi Mumbai,Teacher,5866,70392,8,Yes,PHH,No,No,Yes,Yes,12.463778,68.224287
BEN08763,Vansha Kapur,70,Male,0887959684,502883018967,Gujarat,Bhavnagar,Khandwa,Driver,23600,283200,3,No,None,No,No,No,No,22.442099,84.358904
BEN08764,Rachit Rau,36,Male,4196501571,457814183857,Rajasthan,Ajmer,Bhiwani,Tailor,38690,464280,4,Yes,AAY,No,No,No,No,13.504959,78.362019
BEN08765,Jatin Mohanty,29,Male,9677782843,770869040091,Uttar Pradesh,Varanasi,Muzaffarnagar,Tailor,19473,233676,7,Yes,PHH,No,No,Yes,No,28.618065,92.701012
BEN08766,Baljiwan Bala,29,Female,5686900242,252076091268,Maharashtra,Nashik,Patiala,Mason,9703,116436,5,Yes,AAY,No,No,No,Yes,12.432369,70.788816
BEN08767,Lopa Samra,79,Male,6522742250,255621522960,Uttar Pradesh,Prayagraj,Guna,Mason,33527,402324,4,No,None,No,Yes,Yes,No,23.94837,82.29055
BEN08768,Nidra Raghavan,60,Female,2581235305,488821082832,Uttar Pradesh,Varanasi,Moradabad,Homemaker,13296,159552,2,No,None,No,Yes,Yes,Yes,15.346446,86.923595
BEN08769,Nathan Pal,78,Female,0562364187,203379271051,Gujarat,Vadodara,Mau,Mason,28237,338844,5,No,None,No,No,Yes,No,27.973893,92.784575
BEN08770,Jalsa Cheema,75,Female,1581357605,605555108341,Maharashtra,Pune,Khandwa,Farmer,13496,161952,6,No,None,No,No,Yes,Yes,17.034266,71.958206
BEN08771,Ekiya Sekhon,58,Female,4974634062,225283794956,Gujarat,Vadodara,Bathinda,Mason,3409,40908,1,No,None,Yes,Yes,Yes,Yes,18.294512,71.944671
BEN08772,Wahab Dhar,35,Female,9821740380,865565070048,Madhya Pradesh,Bhopal,Thrissur,Electrician,20841,250092,1,Yes,PHH,No,No,Yes,No,19.892613,69.535148
BEN08773,Lavanya Narasimhan,88,Female,1357063407,861017379413,Gujarat,Bhavnagar,Jhansi,Electrician,33134,397608,8,No,None,No,No,Yes,No,15.905356,81.406844
BEN08774,Jagvi Dara,84,Female,7481588578,417391557622,Maharashtra,Mumbai,Silchar,Mason,18286,219432,4,Yes,AAY,No,No,Yes,No,9.174713,95.721034
BEN08775,Pratyush Dada,49,Male,8668623113,581858007994,Madhya Pradesh,Indore,Hapur,Teacher,17091,205092,6,Yes,PHH,No,No,No,No,36.396051,70.854427
BEN08776,Elijah Borde,62,Male,4603304956,260736915151,Rajasthan,Jodhpur,Tiruppur,Driver,32159,385908,7,Yes,PHH,No,No,Yes,No,36.3194,76.862714
BEN08777,Wahab Chana,81,Male,0053577346,360405961965,Madhya Pradesh,Ujjain,Katihar,Mechanic,19803,237636,8,No,None,No,No,Yes,No,17.691823,76.14201
BEN08778,Timothy Natarajan,66,Male,1613015984,863673256387,Maharashtra,Mumbai,Miryalaguda,Tailor,32099,385188,6,No,None,Yes,No,Yes,Yes,8.444921,78.860954
BEN08779,Geetika Karpe,48,Female,2100314473,586604101690,Madhya Pradesh,Indore,Sultan Pur Majra,Mechanic,62916,754992,4,No,None,No,No,Yes,No,20.834731,72.934834
BEN08780,Devansh Misra,56,Female,0837924091,703625081696,Maharashtra,Aurangabad,Amravati,Driver,57608,691296,2,Yes,AAY,No,No,No,No,35.486867,78.600412
BEN08781,Simon Basak,19,Female,7840530726,988188995599,Maharashtra,Nagpur,Bidar,Student,25036,300432,7,Yes,AAY,No,No,Yes,No,22.499934,94.452906
BEN08782,Oliver Savant,20,Male,6277453208,194806470646,Rajasthan,Ajmer,Dhule,Labourer,66878,802536,4,No,None,No,No,No,No,31.689096,81.479619
BEN08783,Ekani Amble,58,Male,6821811965,496605090072,Gujarat,Rajkot,Bhilai,Driver,41443,497316,7,Yes,PHH,No,No,Yes,No,10.700104,74.928062
BEN08784,Sai Swamy,40,Female,6223442913,548101054206,Rajasthan,Udaipur,Raichur,Homemaker,27152,325824,8,No,None,No,No,Yes,No,33.923508,70.744972
